MMSI,MMSI_String,ShipName,latitude,longitude,time_utc,Cog,CommunicationState,Latitude,Longitude,MessageID,NavigationalStatus,PositionAccuracy,Raim,RateOfTurn,RepeatIndicator,Sog,Spare,SpecialManoeuvreIndicator,Timestamp,TrueHeading,UserID,Valid,port
367001830,367001830,TERRI L BRUSCO      ,33.77088666666667,-118.21383,2025-07-13T11:33:12.740330+00:00,252.6,84266,33.77088666666667,-118.21383,3,5,True,False,0,0,0.0,0,0,11,65,367001830,True,los_angeles
367044560,367044560,PILOT BOAT BANNING  ,33.76275833333333,-118.26560166666667,2025-07-13T11:33:13.329394+00:00,218.1,66025,33.76275833333333,-118.26560166666667,1,15,True,True,-128,0,0.0,0,0,13,511,367044560,True,los_angeles
368136950,368136950,HERCULES            ,33.73341666666667,-118.24835,2025-07-13T11:33:13.660450+00:00,64.8,7680,33.73341666666667,-118.24835,3,0,False,False,127,0,2.9,0,0,11,70,368136950,True,los_angeles
367035570,367035570,AMERICAN ISLANDER   ,33.73341833333333,-118.26347833333332,2025-07-13T11:33:13.851574+00:00,227.8,49328,33.73341833333333,-118.26347833333332,1,3,False,True,0,0,0.0,0,0,14,178,367035570,True,los_angeles
367199310,367199310,CATALINA JET        ,33.763040000000004,-118.19945333333334,2025-07-13T11:33:16.102114+00:00,238.4,2222,33.763040000000004,-118.19945333333334,1,15,False,False,-128,0,0.0,0,0,17,511,367199310,True,los_angeles
366892000,366892000,JAMIE ANN           ,33.753926666666665,-118.21676000000001,2025-07-13T11:33:16.107077+00:00,205.2,8480,33.753926666666665,-118.21676000000001,3,0,True,False,-127,0,2.7,0,0,14,209,366892000,True,los_angeles
367034960,367034960,PONO                ,33.76744333333333,-118.21697166666667,2025-07-13T11:33:18.715020+00:00,47.4,21283,33.76744333333333,-118.21697166666667,3,0,False,False,-128,0,0.0,0,0,19,511,367034960,True,los_angeles
366760650,366760650,LEADER              ,33.73383333333333,-118.24536333333334,2025-07-13T11:33:19.473244+00:00,238.9,66258,33.73383333333333,-118.24536333333334,1,0,True,False,0,0,0.0,0,0,18,66,366760650,True,los_angeles
367330510,367330510,PATRICIA ANN,33.756315,-118.27520833333332,2025-07-13T11:33:19.641341+00:00,142.4,22148,33.756315,-118.27520833333332,1,0,True,True,127,0,3.2,0,0,19,149,367330510,True,los_angeles
338140889,338140889,SEA GUARDIAN        ,33.769938333333336,-118.212345,2025-07-13T11:33:20.447316+00:00,230.0,66292,33.769938333333336,-118.212345,1,15,False,True,-128,0,0.0,0,0,20,511,338140889,True,los_angeles
366760710,366760710,REDONDO             ,33.76755166666667,-118.21686500000001,2025-07-13T11:33:20.959566+00:00,224.5,85450,33.76755166666667,-118.21686500000001,3,5,True,True,-128,0,0.0,0,0,21,511,366760710,True,los_angeles
368351000,368351000,IVER FOSS           ,33.77043833333333,-118.21284166666666,2025-07-13T11:33:21.489530+00:00,118.4,84538,33.77043833333333,-118.21284166666666,3,5,True,True,0,0,0.0,0,0,21,247,368351000,True,los_angeles
215126000,215126000,CMA CGM T.JEFFERSON,33.73153,-118.25822333333333,2025-07-13T11:33:22.475409+00:00,360.0,84858,33.73153,-118.25822333333333,3,5,True,True,0,0,0.0,0,0,21,251,215126000,True,los_angeles
368226970,368226970,LA FIREBOAT 2       ,33.740613333333336,-118.27835166666667,2025-07-13T11:33:22.610789+00:00,249.8,22148,33.740613333333336,-118.27835166666667,1,0,False,True,-128,0,0.0,0,0,23,511,368226970,True,los_angeles
219130000,219130000,RHONE MAERSK        ,33.759676666666664,-118.21416166666667,2025-07-13T11:33:22.713202+00:00,94.9,86138,33.759676666666664,-118.21416166666667,3,5,False,False,0,0,0.0,0,0,23,0,219130000,True,los_angeles
416464000,416464000,YM UNICORN          ,33.75516666666667,-118.27433333333333,2025-07-13T11:33:24.189287+00:00,148.8,66436,33.75516666666667,-118.27433333333333,1,0,False,False,8,0,3.2,0,0,23,149,416464000,True,los_angeles
351124000,351124000,AMERICAN HIGHWAY    ,33.73928166666666,-118.21077333333332,2025-07-13T11:33:27.008477+00:00,314.3,66542,33.73928166666666,-118.21077333333332,1,0,True,False,0,0,5.6,0,0,26,315,351124000,True,los_angeles
366994250,366994250,MASCO ENDEAVOR      ,33.73186,-118.26415833333334,2025-07-13T11:33:27.294501+00:00,235.8,85370,33.73186,-118.26415833333334,3,5,True,False,-128,0,0.0,0,0,27,511,366994250,True,los_angeles
368171390,368171390,BROOKS M HAMILTON   ,33.73120333333333,-118.26095166666667,2025-07-13T11:33:28.268647+00:00,263.1,22148,33.73120333333333,-118.26095166666667,1,0,True,False,0,0,0.0,0,0,26,338,368171390,True,los_angeles
366998840,366998840,MILLENIUM MAVERICK  ,33.75255,-118.27266666666667,2025-07-13T11:33:29.935891+00:00,152.5,22148,33.75255,-118.27266666666667,1,0,False,False,127,0,3.3,0,0,30,332,366998840,True,los_angeles
477945300,477945300,ONE FORTUNE         ,33.743575,-118.19445999999999,2025-07-13T11:33:30.042931+00:00,0.0,85514,33.743575,-118.19445999999999,3,5,False,False,0,0,0.0,0,0,28,90,477945300,True,los_angeles
338602000,338602000,BALTIMORE           ,33.734946666666666,-118.23197333333333,2025-07-13T11:33:30.274391+00:00,252.0,22148,33.734946666666666,-118.23197333333333,1,15,False,False,0,0,0.3,0,0,35,150,338602000,True,los_angeles
367401030,367401030,DELTA BILLIE        ,33.754443333333334,-118.21546,2025-07-13T11:33:31.618830+00:00,185.8,153216,33.754443333333334,-118.21546,1,0,False,False,127,0,3.4,0,0,15,185,367401030,True,los_angeles
338366226,338366226,V.A.POINT VICENTE   ,33.71461,-118.24734,2025-07-13T11:33:33.215790+00:00,261.4,197844,33.71461,-118.24734,1,0,False,False,0,0,24.9,0,0,33,264,338366226,True,los_angeles
367035570,367035570,AMERICAN ISLANDER   ,33.733415,-118.26349,2025-07-13T11:33:34.016446+00:00,229.3,25171,33.733415,-118.26349,3,3,False,True,0,0,0.0,0,0,34,178,367035570,True,los_angeles
563889000,563889000,BW WREN             ,33.76333833333334,-118.25992333333333,2025-07-13T11:33:36.307511+00:00,62.2,84682,33.76333833333334,-118.25992333333333,3,5,True,False,0,0,0.0,0,0,36,176,563889000,True,los_angeles
538070070,538070070,TRITON              ,33.761345,-118.19316333333333,2025-07-13T11:33:37.454724+00:00,356.1,84906,33.761345,-118.19316333333333,3,5,False,False,0,0,0.0,0,0,37,353,538070070,True,los_angeles
374803000,374803000,BOSTON HARMONY      ,33.72768666666666,-118.19571666666667,2025-07-13T11:33:38.080915+00:00,2.4,84938,33.72768666666666,-118.19571666666667,3,1,True,False,0,0,0.0,0,0,34,250,374803000,True,los_angeles
366755010,366755010,MASTER,33.740269999999995,-118.27813166666667,2025-07-13T11:33:38.167687+00:00,196.3,2229,33.740269999999995,-118.27813166666667,1,15,True,False,0,0,0.0,0,0,38,10,366755010,True,los_angeles
367533290,367533290,MARIE CHERAMIE,33.734485,-118.270925,2025-07-13T11:33:41.142057+00:00,12.7,22148,33.734485,-118.270925,1,0,False,False,5,0,0.0,0,0,40,4,367533290,True,los_angeles
